version;ns1:name;id;ns1:name2;ns1:homepage;ns1:version;ns1:mediadata;id3;ns1:firstname;ns1:lastname;id4;ns1:name5;ns1:model;id6;ns1:firstname7;ns1:lastname8;id9;ns1:name10;id11;ns1:name12;ns1:location;ns1:latitude;ns1:longitude;id13;ns1:name14;ns1:o2;ns1:he;id15;id16;ref;ns1:divenumber;ns1:datetime;ns1:leadquantity;ref17;ns1:tankvolume;ns1:tankpressurebegin;ns1:tankpressureend;ns1:alarm;ns1:depth;ns1:divetime;ns1:tankpressure;ns1:temperature;ns1:greatestdepth;ns1:averagedepth;ns1:diveduration;ns1:para;ns1:ratingvalue;ns1:visibility;ns1:divetrip
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;16.5;960;13510000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;17.47;980;13360000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;16.33;1000;13330000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;14.93;1020;13260000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;14.44;1040;13050000;283.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;13.75;1060;12980000;284.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;12.18;1080;12870000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;12.06;1100;12770000;285.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;10.74;1120;12720000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;9.72;1140;12690000;286.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.54;1160;12670000;287.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.68;1180;12620000;289.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.07;1200;12640000;291.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.21;1220;;292.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;6.92;1240;12670000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.21;1260;12620000;293.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;6.98;1280;;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.29;1300;12570000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.05;1320;12540000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;6.99;1340;12520000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;6.86;1360;12490000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;6.95;1380;12390000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.16;1400;12360000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;6.5;1420;12310000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;6.56;1440;12230000;294.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.13;1460;12180000;293.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.43;1480;12110000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.17;1500;12050000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.28;1520;12000000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.83;1540;11930000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.52;1560;11800000;292.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.37;1580;11750000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.47;1600;11700000;293.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8;1620;11620000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.27;1640;11590000;291.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.62;1660;11520000;290.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.95;1680;11440000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.58;1700;11290000;291.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;9.88;1720;11240000;290.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;9.93;1740;11160000;288.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;9.9;1760;11030000;287.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;10;1780;10900000;288.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.8;1800;10830000;289.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.54;1820;10750000;290.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.71;1840;10670000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.34;1860;10620000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.71;1880;10520000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.96;1900;10470000;289.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;9.36;1920;10390000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.65;1940;10310000;288.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.07;1960;10240000;290.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.82;1980;10110000;291.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.04;2000;10060000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;8.09;2020;9980000;290.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.64;2040;9900000;291.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.87;2060;9800000;292.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.9;2080;9720000;291.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.27;2100;9670000;292.15;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.21;2120;9600000;;19.72;9.195;3040;;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1139766464;DiveBuddy;E;allbase;Subsurface Divebase;1c6f1b25;Taivassalo, Hilloinen;Taivassalo, Hilloinen;60.595354;21.507012;mix21;21/0;0.21;0;idm1146370384;idm1146370384;;;;;mix21;15;19120000;6220000;;7.99;2140;9550000;;19.72;9.195;3040;;8;;
