version;ns1:name;id;ns1:name2;ns1:homepage;ns1:version;ns1:mediadata;id3;ns1:firstname;ns1:lastname;id4;ns1:name5;ns1:model;id6;ns1:firstname7;ns1:lastname8;id9;ns1:name10;id11;ns1:name12;ns1:location;ns1:latitude;ns1:longitude;id13;ns1:name14;ns1:o2;ns1:he;id15;id16;ref;ns1:divenumber;ns1:datetime;ns1:leadquantity;ref17;ns1:tankvolume;ns1:tankpressurebegin;ns1:tankpressureend;ns1:alarm;ns1:depth;ns1:divetime;ns1:temperature;ns1:greatestdepth;ns1:averagedepth;ns1:diveduration;ns1:para;ns1:ratingvalue;ns1:visibility;ns1:divetrip
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;8.18;480;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;8.63;500;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;9.18;520;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;9.65;540;279.15;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;9.87;560;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.31;580;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;9.63;600;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;9.71;620;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;9.98;640;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;9.46;660;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;11.18;680;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.93;700;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.79;720;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.82;740;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.38;760;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;9.02;780;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;6.49;800;280.15;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;9.14;820;282.15;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.62;840;280.15;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.4;860;279.15;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.7;880;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.91;900;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.36;920;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;7a378f7c;Suunto D6i;Suunto D6i;idm1048531792;Dive buddy;Senior;allbase;Subsurface Divebase;1c6f1b24;Kaukajärvi, Bandidosin ranta;Kaukajärvi, Bandidosin ranta;61.475379;23.905612;mix21;21/0;0.21;0;idm1266807968;idm1266807968;;;;;mix21;15;20000000;14000000;;10.15;940;;11.23;6.408;1620;Ohhoh, olipa kyntämistä. Näyvyys kamala ja DB puku päästi kaikki ilmat. Ihan hauskaa oli silti;6;;
