version;ns1:name;id;ns1:name2;ns1:homepage;ns1:version;ns1:mediadata;id3;ns1:firstname;ns1:lastname;id4;ns1:name5;ns1:model;id6;ns1:firstname7;ns1:lastname8;id9;ns1:name10;id11;ns1:name12;ns1:location;ns1:latitude;ns1:longitude;id13;ns1:name14;ns1:o2;ns1:he;id15;id16;ref;ns1:divenumber;ns1:datetime;ns1:leadquantity;ref17;ns1:tankvolume;ns1:tankpressurebegin;ns1:tankpressureend;ns1:depth;ns1:divetime;ns1:tankpressure;ns1:temperature;ns1:alarm;ns1:greatestdepth;ns1:averagedepth;ns1:diveduration;ns1:para;ns1:ratingvalue;ns1:visibility;ns1:divetrip
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.47;540;18387000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.49;560;18310000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.34;580;18238000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.72;600;18175000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.94;620;18063000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.44;640;18036000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.71;660;17980000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.56;680;17953000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.04;700;17900000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.56;720;17850000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.53;740;17797000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.01;760;17748000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.47;780;17644000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.68;800;17618000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.64;820;17549000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.71;840;17504000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.28;860;17466000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.02;880;17394000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.28;900;17365000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.6;920;17336000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.47;940;17263000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.23;960;17166000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;2.74;980;17109000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.26;1000;17009000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.9;1020;16969000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.85;1040;16909000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.1;1060;16830000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.13;1080;16750000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.55;1100;16677000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.15;1120;16556000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.06;1140;16519000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.15;1160;16445000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.96;1180;16389000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.47;1200;16340000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.83;1220;16224000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.12;1240;16184000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.66;1260;16116000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.34;1280;16033000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;4.32;1300;15980000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.97;1320;15860000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idm1151699152;DiveBuddy;S;allbase;Subsurface Divebase;1c6f1b2b;Ruutana, Orivesi;Ruutana, Orivesi;61.800378;24.639888;mix21;21/0;0.21;0;idm1262880640;idm1262880640;;;;;mix21;15;20081000;9069000;3.94;1340;15805000;;;6.43;4.191;3460;Aivan mainioita sukelluksia. Pintavesi oli lämpimämpää kuin ilma pinnalla ja näkyvyys oikein hyvä. Ekassa sukelluksessa videokuvasin ja toisessa räpsin valokuvia ihan vimmalla.;10;;
