version;ns1:name;id;ns1:name2;ns1:homepage;ns1:version;ns1:mediadata;id3;ns1:firstname;ns1:lastname;id4;ns1:name5;ns1:model;id6;ns1:firstname7;id8;ns1:name9;id10;ns1:name11;ns1:location;ns1:latitude;ns1:longitude;id12;ns1:name13;ns1:o2;ns1:he;id14;id15;ref;ns1:divenumber;ns1:datetime;ns1:leadquantity;ref16;ns1:tankvolume;ns1:tankpressurebegin;ns1:tankpressureend;ns1:depth;ns1:divetime;ref17;ns1:tankpressure;ns1:temperature;ns1:alarm;ns1:greatestdepth;ns1:averagedepth;ns1:diveduration;ns1:para;ns1:ratingvalue;ns1:visibility;ns1:divetrip
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;idp979500912;89;28.9.2024 10:28;7;mix(21/0);12;18363000;8424000;;;;;;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;1c6f1b29;89;28.9.2024 10:28;7;mix(21/0);12;18363000;8424000;;;;;;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;;;;;mix(21/0);12;18363000;8424000;1.25;0;mix(21/0);18363000;288.15;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;;;;;mix(21/0);12;18363000;8424000;1.96;20;;18276000;;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;;;;;mix(21/0);12;18363000;8424000;2.8;40;;18209000;;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;;;;;mix(21/0);12;18363000;8424000;3.7;60;;18158000;;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;;;;;mix(21/0);12;18363000;8424000;4.14;80;;18081000;;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;;;;;mix(21/0);12;18363000;8424000;4.42;100;;18023000;;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;;;;;mix(21/0);12;18363000;8424000;4.06;120;;17951000;;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
3.2.0;Subsurface Divelog;subsurface;Subsurface Team;http://subsurface-divelog.org/;3;;owner;;;88ef1a64;Suunto Vyper Air;Suunto Vyper Air;idp979500912;Xxxxxxxx;allbase;Subsurface Divebase;1c6f1b29;Xxxxxxäxxx, Xxxxxxxxxx;Xxxxxxäxxx, Xxxxxxxxxx;61.472523;23.894749;mix(21/0);air;0.21;0;idp981994896;idp981994896;;;;;mix(21/0);12;18363000;8424000;3.86;140;;17879000;;;12.81;6.962;2580;Xxxxxxxx xxx. Xäxäx xxxxää 5 xx xäxxxäxxxxä. Xxxxxx xxxxxx;8;;
